Competicao;Mandante;Visitante;Resultado;Gestao;Gols_Pro;Gols_Contra;Status_Jogo
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Santo André;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Náutico;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Coritiba;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Santos;São Paulo;3:4;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Brasileiro Série A;São Paulo;Internacional;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Barueri;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Vitória;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Brasileiro Série A;Goiás;São Paulo;4:2;Juvenal Juvêncio (2006-2014);2;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Sport;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Portuguesa;1:3;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Paulista;Mirassol;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Rio Claro;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Paulista;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Sertãozinho;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Paulista;São Paulo;São Caetano;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Santos;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;São Paulo;Monterrey;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Ituano;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Barueri;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Palmeiras;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Copa Libertadores;Once Caldas;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Paulo;Monte Azul;5:1;Juvenal Juvêncio (2006-2014);5;1;Vitória
Campeonato Paulista;Oeste;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;Ponte Preta;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Libertadores;Nacional;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Rio Branco-SP;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Nacional;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Mogi Mirim;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Bragantino;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Corinthians;São Paulo;4:3;Juvenal Juvêncio (2006-2014);3;4;Derrota
Copa Libertadores;Monterrey;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;São Paulo;Botafogo-SP;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Paulista;Santo André;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Santos;2:3;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Paulista - Série A1 - Fase final;Santos;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Copa Libertadores;São Paulo;Once Caldas;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;Universitario;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;Cruzeiro;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;São Paulo;Cruzeiro;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Guarani;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Goiás;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Vitória;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Barueri;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;Internacional;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Ceará;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Internacional;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Corinthians;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Fluminense;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;1:3;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;Palmeiras;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Guarani;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Goiás;0:3;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;Grêmio;São Paulo;4:2;Juvenal Juvêncio (2006-2014);2;4;Derrota
Campeonato Brasileiro Série A;Avaí;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Vitória;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Barueri;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;4:3;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Brasileiro Série A;Ceará;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Corinthians;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:4;Juvenal Juvêncio (2006-2014);1;4;Derrota
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;Mogi Mirim;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;São Bernardo;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Ponte Preta;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Americana;São Paulo;3:4;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Paulista;Santos;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Linense;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;Botafogo-SP;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;Portuguesa;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Copa do Brasil;Treze;São Paulo;0:3;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Bragantino;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Palmeiras;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Caetano;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Ituano;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Santo André;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Barueri;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;Paulista;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Paulista;São Paulo;Corinthians;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa do Brasil;Santa Cruz;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;São Paulo;Mirassol;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa do Brasil;São Paulo;Santa Cruz;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Noroeste;São Paulo;1:4;Juvenal Juvêncio (2006-2014);4;1;Vitória
Campeonato Paulista;São Paulo;Oeste;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa do Brasil;Goiás;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Portuguesa;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa do Brasil;São Paulo;Goiás;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Santos;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Copa do Brasil;São Paulo;Avaí;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa do Brasil;Avaí;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;Fluminense;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Figueirense;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Grêmio;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Ceará;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Corinthians;São Paulo;5:0;Juvenal Juvêncio (2006-2014);0;5;Derrota
Campeonato Brasileiro Série A;São Paulo;Botafogo;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:3;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Coritiba;São Paulo;3:4;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Bahia;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Avaí;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Sul-Americana;Ceará;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;América-MG;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Sul-Americana;São Paulo;Ceará;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Santos;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Figueirense;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Ceará;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Corinthians;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Botafogo;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Flamengo;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;3:3;Juvenal Juvêncio (2006-2014);3;3;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Copa Sul-Americana;São Paulo;Libertad;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Coritiba;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Sul-Americana;Libertad;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Bahia;São Paulo;4:3;Juvenal Juvêncio (2006-2014);3;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Avaí;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;América-MG;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Santos;4:1;Juvenal Juvêncio (2006-2014);4;1;Vitória
Campeonato Paulista;São Paulo;Botafogo-SP;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;Oeste;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;São Paulo;São Caetano;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Guarani;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Ponte Preta;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;São Paulo;Comercial-SP;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Corinthians;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;São Paulo;Paulista;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Bragantino;São Paulo;3:3;Juvenal Juvêncio (2006-2014);3;3;Empate
Campeonato Paulista;Palmeiras;São Paulo;3:3;Juvenal Juvêncio (2006-2014);3;3;Empate
Campeonato Paulista;São Paulo;Guaratinguetá;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;XV Piracicaba;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa do Brasil;Independente-PA;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Portuguesa;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa do Brasil;São Paulo;Independente-PA;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Santos;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;Mirassol;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Catanduvense;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Ituano;São Paulo;2:4;Juvenal Juvêncio (2006-2014);4;2;Vitória
Campeonato Paulista;São Paulo;Mogi Mirim;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa do Brasil;Bahia de Feira;São Paulo;2:5;Juvenal Juvêncio (2006-2014);5;2;Vitória
Campeonato Paulista;Linense;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista - Série A1 - Fase final;São Paulo;Bragantino;4:1;Juvenal Juvêncio (2006-2014);4;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Santos;1:3;Juvenal Juvêncio (2006-2014);1;3;Derrota
Copa do Brasil;Ponte Preta;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa do Brasil;São Paulo;Ponte Preta;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa do Brasil;São Paulo;Goiás;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;4:2;Juvenal Juvêncio (2006-2014);2;4;Derrota
Copa do Brasil;Goiás;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Bahia;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Santos;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa do Brasil;São Paulo;Coritiba;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa do Brasil;Coritiba;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Portuguesa;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Coritiba;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Figueirense;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Atlético-GO;São Paulo;4:3;Juvenal Juvêncio (2006-2014);3;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;4:1;Juvenal Juvêncio (2006-2014);4;1;Vitória
Copa Sul-Americana;Bahia;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Sport;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Náutico;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Ponte Preta;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Copa Sul-Americana;São Paulo;Bahia;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Corinthians;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Brasileiro Série A;Bahia;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Internacional;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Portuguesa;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Sul-Americana;LDU de Loja;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Coritiba;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Palmeiras;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Figueirense;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-GO;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Sul-Americana;São Paulo;LDU de Loja;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Sport;São Paulo;2:4;Juvenal Juvêncio (2006-2014);4;2;Vitória
Copa Sul-Americana;U. de Chile;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Sul-Americana;São Paulo;U. de Chile;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Náutico;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Sul-Americana;Univ. Católica;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Ponte Preta;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Sul-Americana;São Paulo;Univ. Católica;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Sul-Americana;Tigre;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Sul-Americana;São Paulo;Tigre;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Mirassol;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Libertadores;São Paulo;Bolívar;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Paulista;São Paulo;Atl. Sorocaba;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;Bolívar;São Paulo;4:3;Juvenal Juvêncio (2006-2014);3;4;Derrota
Campeonato Paulista;Santos;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Paulista;São Paulo;Ponte Preta;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;Guarani;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;Atlético-MG;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Paulo;Ituano;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;São Caetano;São Paulo;2:4;Juvenal Juvêncio (2006-2014);4;2;Vitória
Campeonato Paulista;São Paulo;Linense;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Copa Libertadores;São Paulo;The Strongest;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;Penapolense;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
