Time da casa;Time da casa.1;Time visitante;Time visitante.1;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;São Paulo;;Goiás;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;0:2;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;São Paulo;;Avaí;1:0;;;Juvenal Juvêncio (2006-2014)
;Avaí;;São Paulo;3:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Fluminense (3.);;São Paulo (6.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Figueirense (8.);1:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-MG (1.);;São Paulo (3.);0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Grêmio (5.);3:1;;;Juvenal Juvêncio (2006-2014)
;Ceará (15.);;São Paulo (1.);0:2;;;Juvenal Juvêncio (2006-2014)
;Corinthians (3.);;São Paulo (1.);5:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Botafogo (4.);0:2;;;Juvenal Juvêncio (2006-2014)
;Flamengo (6.);;São Paulo (2.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Cruzeiro (9.);2:1;;;Juvenal Juvêncio (2006-2014)
;Internacional (6.);;São Paulo (3.);0:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Atlético-GO (17.);2:2;;;Juvenal Juvêncio (2006-2014)
;Coritiba (14.);;São Paulo (2.);3:4;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Vasco da Gama (5.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Bahia (15.);3:0;;;Juvenal Juvêncio (2006-2014)
;Avaí (18.);;São Paulo (3.);1:2;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Ceará;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Atlético-PR (19.);2:2;;;Juvenal Juvêncio (2006-2014)
;América-MG (20.);;São Paulo (3.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Palmeiras (6.);1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ceará;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Santos (14.);;São Paulo (3.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Fluminense (11.);1:2;;;Juvenal Juvêncio (2006-2014)
;Figueirense (7.);;São Paulo (5.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Atlético-MG (17.);2:1;;;Juvenal Juvêncio (2006-2014)
;Grêmio (9.);;São Paulo (2.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Ceará (15.);4:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (2.);;Corinthians (3.);0:0;;;Juvenal Juvêncio (2006-2014)
;Botafogo (3.);;São Paulo (2.);2:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Flamengo (6.);1:2;;;Juvenal Juvêncio (2006-2014)
;Cruzeiro (16.);;São Paulo (3.);3:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Internacional (7.);0:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-GO (13.);;São Paulo (4.);3:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Libertad;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Coritiba (12.);0:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Libertad;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Vasco da Gama (1.);;São Paulo (6.);0:0;;;Juvenal Juvêncio (2006-2014)
;Bahia (15.);;São Paulo (7.);4:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Avaí (19.);2:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-PR (18.);;São Paulo (7.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;América-MG (19.);3:1;;;Juvenal Juvêncio (2006-2014)
;Palmeiras (12.);;São Paulo (7.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Santos (10.);4:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Botafogo-SP;4:0;;;Juvenal Juvêncio (2006-2014)
;Oeste;;São Paulo;2:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;São Caetano;2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Guarani;1:1;;;Juvenal Juvêncio (2006-2014)
;Ponte Preta;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Comercial-SP;1:1;;;Juvenal Juvêncio (2006-2014)
;Corinthians;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Paulista;3:1;;;Juvenal Juvêncio (2006-2014)
;Bragantino;;São Paulo;3:3;;;Juvenal Juvêncio (2006-2014)
;Palmeiras;;São Paulo;3:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Guaratinguetá;3:0;;;Juvenal Juvêncio (2006-2014)
;XV Piracicaba;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;Independente-PA;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Portuguesa;2:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;São Paulo;;Independente-PA;4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;3:2;;;Juvenal Juvêncio (2006-2014)
;Mirassol;;São Paulo;0:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Catanduvense;2:0;;;Juvenal Juvêncio (2006-2014)
;Ituano;;São Paulo;2:4;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Mogi Mirim;2:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;Bahia de Feira;;São Paulo;2:5;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Linense;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Bragantino;4:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Santos;1:3;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;Ponte Preta;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ponte Preta;3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Goiás;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Botafogo (7.);;São Paulo (4.);4:2;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;Goiás;;São Paulo;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (19.);;Bahia (12.);1:0;;;Juvenal Juvêncio (2006-2014)
;Internacional (4.);;São Paulo (8.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (11.);;Santos (13.);1:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;São Paulo;;Coritiba;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (7.);;Atlético-MG (2.);1:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
;Coritiba;;São Paulo;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Portuguesa (16.);;São Paulo (6.);1:0;;;Juvenal Juvêncio (2006-2014)
;Cruzeiro (1.);;São Paulo (8.);2:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (7.);;Coritiba (13.);3:1;;;Juvenal Juvêncio (2006-2014)
;Palmeiras (18.);;São Paulo (5.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Vasco da Gama (2.);0:1;;;Juvenal Juvêncio (2006-2014)
;Figueirense (17.);;São Paulo (7.);0:2;;;Juvenal Juvêncio (2006-2014)
;Atlético-GO (20.);;São Paulo (6.);4:3;;;Juvenal Juvêncio (2006-2014)
;São Paulo (7.);;Flamengo (10.);4:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Bahia;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (7.);;Sport (13.);1:0;;;Juvenal Juvêncio (2006-2014)
;Fluminense (3.);;São Paulo (6.);2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Grêmio (4.);1:2;;;Juvenal Juvêncio (2006-2014)
;Náutico (13.);;São Paulo (7.);3:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (8.);;Ponte Preta (13.);3:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Bahia;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Corinthians (10.);;São Paulo (6.);1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Botafogo (8.);4:0;;;Juvenal Juvêncio (2006-2014)
;Bahia (16.);;São Paulo (5.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Internacional (7.);1:1;;;Juvenal Juvêncio (2006-2014)
;Santos (14.);;São Paulo (5.);0:0;;;Juvenal Juvêncio (2006-2014)
;Atlético-MG (2.);;São Paulo (6.);1:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (6.);;Portuguesa (13.);3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Cruzeiro (8.);1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;LDU de Loja;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Coritiba (16.);;São Paulo (5.);1:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Palmeiras (18.);3:0;;;Juvenal Juvêncio (2006-2014)
;Vasco da Gama (4.);;São Paulo (5.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (5.);;Figueirense (19.);2:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Atlético-GO (20.);2:0;;;Juvenal Juvêncio (2006-2014)
;Flamengo (15.);;São Paulo (4.);1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;LDU de Loja;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Sport (17.);;São Paulo (4.);2:4;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;U. de Chile;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Fluminense (1.);1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;U. de Chile;5:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Grêmio (3.);;São Paulo (4.);2:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Náutico (13.);2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Univ. Católica;;São Paulo;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Ponte Preta (12.);;São Paulo (4.);0:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Univ. Católica;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;São Paulo (4.);;Corinthians (5.);3:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
;Tigre;;São Paulo;0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Tigre;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Mirassol;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Bolívar;5:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atl. Sorocaba;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Bolívar;;São Paulo;4:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Santos;;São Paulo;3:1;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ponte Preta;0:0;;;Juvenal Juvêncio (2006-2014)
;Guarani;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Atlético-MG;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Ituano;3:2;;;Juvenal Juvêncio (2006-2014)
;São Caetano;;São Paulo;2:4;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Linense;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;The Strongest;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Penapolense;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Arsenal Sarandí;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Palmeiras;0:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Arsenal Sarandí;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;São Paulo;;Oeste;3:2;;;Juvenal Juvêncio (2006-2014)
;São Bernardo;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Bragantino;2:0;;;Juvenal Juvêncio (2006-2014)
;Paulista;;São Paulo;0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;Corinthians;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;The Strongest;;São Paulo;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Botafogo-SP;;São Paulo;1:3;;;Juvenal Juvêncio (2006-2014)
;Barbarense;;São Paulo;1:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo;;XV Piracicaba;0:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atlético-MG;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
;Mogi Mirim;;São Paulo;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Penapolense;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;São Paulo;;Atlético-MG;1:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
;São Paulo;;Corinthians;3:4 pen.;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
;Atlético-MG;;São Paulo;4:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
;Ponte Preta (19.);;São Paulo (9.);0:2;;;Juvenal Juvêncio (2006-2014)
;São Paulo (3.);;Vasco da Gama (7.);5:1;;;Juvenal Juvêncio (2006-2014)
;Atlético-MG (7.);;São Paulo (1.);0:0;;;Juvenal Juvêncio (2006-2014)
;São Paulo (1.);;Goiás (17.);0:1;;;Juvenal Juvêncio (2006-2014)
;Grêmio (6.);;São Paulo (3.);1:1;;;Juvenal Juvêncio (2006-2014)
Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Recopa Sul-Americana;Juvenal Juvêncio (2006-2014)
;São Paulo;;Corinthians;1:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
